,loan_status,annual_inc,verification_status,emp_length,home_ownership,int_rate,loan_amnt,purpose,term,grade
10612,Charged Off,21600.0,Verified,1 year,RENT,15.23,2400,small_business,36,C
10617,Charged Off,90000.0,Verified,6 years,MORTGAGE,19.69,25000,debt_consolidation,60,E
10618,Charged Off,60000.0,Verified,10+ years,MORTGAGE,11.99,12000,debt_consolidation,60,B
10620,Charged Off,40056.64,Not Verified,10+ years,MORTGAGE,11.49,14000,debt_consolidation,60,B
10621,Charged Off,36000.0,Source Verified,7 years,RENT,14.79,6000,credit_card,36,C
10624,Charged Off,31200.0,Source Verified,1 year,RENT,16.89,6000,debt_consolidation,36,D
10628,Charged Off,35004.0,Verified,5 years,MORTGAGE,10.99,6950,debt_consolidation,60,B
10629,Charged Off,15600.0,Not Verified,1 year,OWN,7.49,5900,debt_consolidation,36,A
10636,Charged Off,36996.0,Source Verified,2 years,MORTGAGE,13.99,5000,debt_consolidation,60,C
10643,Charged Off,35000.0,Source Verified,< 1 year,RENT,13.49,6000,small_business,36,C
10652,Charged Off,50000.0,Not Verified,< 1 year,RENT,10.59,1700,debt_consolidation,36,B
10663,Charged Off,50000.0,Source Verified,2 years,RENT,16.89,13600,small_business,60,D
10667,Charged Off,84000.0,Source Verified,3 years,RENT,10.99,3200,major_purchase,36,B
10669,Charged Off,36000.0,Source Verified,< 1 year,OWN,11.99,10000,debt_consolidation,60,B
10676,Charged Off,31200.0,Source Verified,10+ years,MORTGAGE,14.79,13200,debt_consolidation,60,C
10677,Charged Off,71500.0,Source Verified,3 years,MORTGAGE,17.99,18000,home_improvement,60,E
10695,Charged Off,96500.0,Source Verified,5 years,RENT,22.11,22600,small_business,60,G
10697,Charged Off,50000.0,Not Verified,2 years,MORTGAGE,12.99,7000,credit_card,36,C
10702,Charged Off,83000.0,Verified,4 years,MORTGAGE,18.39,14000,debt_consolidation,60,E
10705,Charged Off,109995.0,Verified,6 years,MORTGAGE,16.89,16000,debt_consolidation,60,D
10716,Charged Off,59000.0,Source Verified,10+ years,MORTGAGE,8.49,10625,debt_consolidation,36,A
10724,Charged Off,69000.0,Not Verified,3 years,RENT,11.99,4200,debt_consolidation,36,B
10725,Charged Off,55000.0,Source Verified,2 years,RENT,17.49,20000,debt_consolidation,60,D
10745,Charged Off,83000.0,Verified,3 years,MORTGAGE,8.49,14000,debt_consolidation,36,A
10751,Charged Off,80000.0,Not Verified,10+ years,RENT,15.62,3600,other,36,D
10755,Charged Off,105000.0,Verified,10+ years,RENT,12.99,25000,debt_consolidation,60,C
10758,Charged Off,94438.0,Source Verified,10+ years,RENT,10.99,3600,debt_consolidation,36,B
10762,Charged Off,21120.0,Verified,3 years,MORTGAGE,16.89,1625,debt_consolidation,36,D
10764,Charged Off,50000.0,Not Verified,10+ years,RENT,13.49,22000,debt_consolidation,60,C
10784,Charged Off,65000.0,Source Verified,6 years,RENT,11.99,3500,credit_card,36,B
10785,Charged Off,58800.0,Source Verified,3 years,RENT,15.62,4600,debt_consolidation,36,D
10786,Charged Off,75000.0,Not Verified,10+ years,MORTGAGE,15.99,6200,credit_card,36,D
10796,Charged Off,69900.0,Source Verified,7 years,RENT,15.99,5000,debt_consolidation,36,D
10813,Charged Off,160000.0,Source Verified,3 years,MORTGAGE,18.39,7500,other,36,E
10814,Charged Off,54704.0,Verified,6 years,MORTGAGE,20.62,25000,small_business,60,F
10817,Charged Off,95600.0,Verified,7 years,RENT,8.49,15000,credit_card,36,A
10822,Charged Off,40000.0,Verified,1 year,MORTGAGE,19.29,11625,small_business,60,E
10828,Charged Off,13440.0,Verified,2 years,RENT,17.49,2400,other,36,D
10831,Charged Off,61000.0,Verified,10+ years,MORTGAGE,10.59,16000,debt_consolidation,36,B
10844,Charged Off,75000.0,Not Verified,6 years,MORTGAGE,15.62,10000,debt_consolidation,36,D
10861,Charged Off,33000.0,Not Verified,1 year,RENT,10.99,20000,debt_consolidation,36,B
10875,Charged Off,61000.0,Verified,10+ years,MORTGAGE,16.89,20000,debt_consolidation,60,D
10882,Charged Off,77318.0,Verified,9 years,MORTGAGE,15.23,27500,small_business,60,C
10888,Charged Off,70000.0,Verified,3 years,RENT,15.99,10000,debt_consolidation,36,D
10901,Charged Off,48000.0,Not Verified,5 years,MORTGAGE,10.99,8325,debt_consolidation,36,B
10906,Charged Off,43000.0,Not Verified,10+ years,RENT,16.89,12000,debt_consolidation,60,D
10922,Charged Off,14400.0,Not Verified,1 year,RENT,17.49,4000,car,60,D
10943,Charged Off,50000.0,Source Verified,< 1 year,RENT,20.62,12000,medical,60,F
10958,Charged Off,49000.0,Verified,10+ years,MORTGAGE,18.39,25975,debt_consolidation,60,E
10960,Charged Off,36500.0,Source Verified,2 years,RENT,21.74,6800,moving,36,F
10962,Charged Off,28800.0,Source Verified,< 1 year,MORTGAGE,9.99,11500,debt_consolidation,36,B
10963,Charged Off,45000.0,Verified,6 years,RENT,16.89,24650,debt_consolidation,60,D
10964,Charged Off,41900.0,Not Verified,5 years,RENT,19.69,12000,credit_card,60,E
10974,Charged Off,35000.0,Not Verified,2 years,OWN,15.23,7200,other,36,C
10981,Charged Off,48000.0,Not Verified,10+ years,RENT,13.99,2100,other,60,C
10984,Charged Off,50000.0,Not Verified,10+ years,MORTGAGE,8.49,10000,debt_consolidation,36,A
11003,Charged Off,27385.0,Not Verified,3 years,MORTGAGE,12.99,2000,credit_card,36,C
11006,Charged Off,62004.0,Source Verified,5 years,MORTGAGE,15.23,9600,home_improvement,60,C
11012,Charged Off,60000.0,Source Verified,2 years,RENT,15.23,13000,credit_card,36,C
11013,Charged Off,54000.0,Verified,3 years,RENT,15.99,25000,debt_consolidation,60,D
11021,Charged Off,118000.0,Not Verified,3 years,MORTGAGE,15.99,15000,debt_consolidation,60,D
11033,Charged Off,45000.0,Source Verified,< 1 year,RENT,17.99,4800,other,36,E
11045,Charged Off,72000.0,Verified,3 years,RENT,17.49,30000,debt_consolidation,60,D
11049,Charged Off,81696.0,Source Verified,2 years,MORTGAGE,17.99,12800,home_improvement,60,E
11060,Charged Off,55000.0,Not Verified,4 years,MORTGAGE,11.99,2000,home_improvement,36,B
11063,Charged Off,60000.0,Verified,2 years,MORTGAGE,12.99,18000,other,60,C
11064,Charged Off,33000.0,Source Verified,2 years,RENT,16.89,2000,other,36,D
11069,Charged Off,120000.0,Source Verified,10+ years,RENT,20.99,14000,debt_consolidation,60,F
11074,Charged Off,28800.0,Source Verified,3 years,RENT,17.49,5000,car,60,D
11079,Charged Off,140000.0,Source Verified,10+ years,MORTGAGE,11.99,12000,major_purchase,60,B
11082,Charged Off,72000.0,Source Verified,3 years,MORTGAGE,10.99,5650,home_improvement,36,B
11088,Charged Off,48422.0,Verified,6 years,MORTGAGE,18.79,12000,home_improvement,60,E
11093,Charged Off,45000.0,Not Verified,3 years,RENT,8.49,1500,other,36,A
11096,Charged Off,60000.0,Source Verified,5 years,MORTGAGE,13.99,5200,debt_consolidation,36,C
11107,Charged Off,128000.0,Verified,2 years,MORTGAGE,12.99,5000,debt_consolidation,36,C
11116,Charged Off,38400.0,Verified,4 years,MORTGAGE,14.79,22250,small_business,60,C
11130,Charged Off,52000.0,Source Verified,5 years,MORTGAGE,14.79,15000,home_improvement,60,C
11136,Charged Off,39960.0,Not Verified,10+ years,RENT,10.99,16000,debt_consolidation,60,B
11143,Charged Off,16500.0,Verified,2 years,MORTGAGE,13.49,8450,major_purchase,60,C
11145,Charged Off,144000.0,Not Verified,10+ years,OWN,15.99,7000,debt_consolidation,36,D
11152,Charged Off,158899.0,Verified,7 years,MORTGAGE,17.99,18000,debt_consolidation,60,E
11154,Charged Off,63000.0,Verified,6 years,MORTGAGE,11.49,13700,small_business,60,B
11159,Charged Off,80000.0,Source Verified,< 1 year,RENT,17.49,35000,small_business,60,D
11161,Charged Off,70000.0,Source Verified,7 years,RENT,15.99,35000,small_business,60,D
11165,Charged Off,67000.0,Source Verified,10+ years,RENT,21.74,11200,debt_consolidation,60,F
11171,Charged Off,123996.0,Verified,1 year,MORTGAGE,17.99,30000,debt_consolidation,60,E
11177,Charged Off,48000.0,Source Verified,< 1 year,RENT,10.59,12000,credit_card,60,B
11179,Charged Off,47000.0,Not Verified,2 years,RENT,13.49,4500,debt_consolidation,36,C
11184,Charged Off,40000.0,Source Verified,< 1 year,RENT,11.49,11500,moving,36,B
11210,Charged Off,120000.0,Verified,4 years,MORTGAGE,17.99,21000,home_improvement,60,E
11215,Charged Off,59750.0,Not Verified,10+ years,MORTGAGE,16.89,8125,debt_consolidation,60,D
11222,Charged Off,24000.0,Not Verified,< 1 year,RENT,10.99,5000,moving,36,B
11232,Charged Off,58179.0,Not Verified,6 years,MORTGAGE,11.49,16000,debt_consolidation,60,B
11238,Charged Off,140004.0,Verified,10+ years,MORTGAGE,17.99,20000,debt_consolidation,60,E
11244,Charged Off,38400.0,Source Verified,4 years,RENT,9.99,4800,debt_consolidation,36,B
11256,Charged Off,60000.0,Verified,10+ years,MORTGAGE,20.25,22000,debt_consolidation,60,F
11261,Charged Off,75000.0,Not Verified,4 years,MORTGAGE,19.29,15000,home_improvement,60,E
11263,Charged Off,44000.0,Not Verified,10+ years,MORTGAGE,19.29,21725,debt_consolidation,60,E
11268,Charged Off,42000.0,Source Verified,4 years,MORTGAGE,10.99,16000,debt_consolidation,36,B
11270,Charged Off,201000.0,Verified,10+ years,RENT,17.49,24000,other,60,D
11271,Charged Off,70000.0,Verified,7 years,RENT,11.99,12000,credit_card,60,B
11274,Charged Off,36000.0,Verified,7 years,RENT,11.99,3500,other,60,B
11280,Charged Off,33996.0,Source Verified,1 year,OWN,10.59,7600,other,60,B
11282,Charged Off,175400.0,Verified,10+ years,MORTGAGE,18.39,10000,debt_consolidation,36,E
11284,Charged Off,85000.0,Verified,8 years,RENT,19.29,35000,debt_consolidation,36,E
11287,Charged Off,52000.0,Source Verified,10+ years,MORTGAGE,11.99,14000,home_improvement,60,B
11289,Charged Off,75000.0,Verified,10+ years,RENT,10.59,20000,debt_consolidation,36,B
11291,Charged Off,75000.0,Source Verified,10+ years,MORTGAGE,19.69,35000,major_purchase,60,E
11298,Charged Off,55000.0,Not Verified,5 years,RENT,10.59,6000,other,36,B
11306,Charged Off,30000.0,Not Verified,5 years,RENT,13.49,14300,small_business,36,C
11314,Charged Off,42000.0,Source Verified,4 years,RENT,15.62,3000,small_business,36,D
11324,Charged Off,56000.0,Not Verified,1 year,MORTGAGE,12.99,16000,small_business,60,C
11325,Charged Off,38000.0,Not Verified,10+ years,RENT,10.99,11900,car,60,B
11328,Charged Off,43200.0,Verified,5 years,MORTGAGE,12.99,24575,major_purchase,60,C
11329,Charged Off,60000.0,Verified,< 1 year,RENT,8.49,1500,other,36,A
11337,Charged Off,52416.0,Source Verified,8 years,RENT,15.99,5600,other,60,D
11338,Charged Off,120000.0,Source Verified,10+ years,RENT,11.99,28000,house,36,B
11342,Charged Off,50000.0,Source Verified,3 years,RENT,13.99,16000,debt_consolidation,36,C
11348,Charged Off,150000.0,Verified,< 1 year,RENT,18.79,21000,debt_consolidation,36,E
11355,Charged Off,50000.0,Not Verified,5 years,RENT,10.99,4800,debt_consolidation,36,B
11357,Charged Off,48000.0,Verified,1 year,RENT,12.99,25000,credit_card,60,C
11367,Charged Off,22800.0,Source Verified,5 years,RENT,13.99,3500,credit_card,36,C
11371,Charged Off,79000.0,Source Verified,10+ years,OWN,14.79,16000,credit_card,60,C
11374,Charged Off,127000.0,Verified,10+ years,MORTGAGE,17.49,24000,credit_card,60,D
11376,Charged Off,70000.0,Not Verified,6 years,MORTGAGE,15.23,12000,debt_consolidation,60,C
11377,Charged Off,87000.0,Verified,5 years,MORTGAGE,17.49,16000,debt_consolidation,60,D
11384,Charged Off,36000.0,Source Verified,9 years,OWN,19.69,10000,debt_consolidation,60,E
11388,Charged Off,57120.0,Verified,5 years,MORTGAGE,16.89,26250,debt_consolidation,60,D
11392,Charged Off,98400.0,Not Verified,4 years,MORTGAGE,6.99,8450,small_business,36,A
11396,Charged Off,84000.0,Verified,4 years,RENT,18.39,8000,debt_consolidation,36,E
11411,Charged Off,42000.0,Verified,1 year,RENT,11.49,12200,major_purchase,36,B
11413,Charged Off,42000.0,Verified,6 years,MORTGAGE,17.99,18225,debt_consolidation,60,E
11414,Charged Off,30000.0,Verified,6 years,RENT,17.49,12000,debt_consolidation,60,D
11415,Charged Off,50000.0,Not Verified,8 years,RENT,13.49,12000,other,60,C
11419,Charged Off,57000.0,Verified,10+ years,RENT,21.74,25000,small_business,60,F
11426,Charged Off,26500.0,Verified,10+ years,RENT,17.99,13500,debt_consolidation,60,E
11443,Charged Off,75000.0,Not Verified,< 1 year,RENT,12.99,7800,other,60,C
11445,Charged Off,37200.0,Not Verified,7 years,RENT,10.99,12000,debt_consolidation,36,B
11450,Charged Off,51600.0,Verified,1 year,MORTGAGE,20.25,11000,small_business,60,F
11453,Charged Off,59826.0,Verified,10+ years,MORTGAGE,14.79,8500,debt_consolidation,36,C
11464,Charged Off,90000.0,Verified,10+ years,MORTGAGE,19.69,19750,home_improvement,60,E
11466,Charged Off,74400.0,Verified,9 years,MORTGAGE,13.49,9600,debt_consolidation,36,C
11474,Charged Off,56000.0,Verified,7 years,RENT,20.62,28200,debt_consolidation,60,F
11478,Charged Off,80000.0,Verified,4 years,MORTGAGE,17.49,28000,debt_consolidation,60,D
11480,Charged Off,125000.0,Source Verified,5 years,MORTGAGE,21.36,24000,debt_consolidation,60,F
11481,Charged Off,40000.0,Verified,3 years,RENT,13.49,10000,debt_consolidation,36,C
11483,Charged Off,136886.0,Verified,10+ years,MORTGAGE,11.99,5000,debt_consolidation,36,B
11486,Charged Off,40500.0,Not Verified,5 years,RENT,8.49,10500,debt_consolidation,36,A
11498,Charged Off,60000.0,Not Verified,10+ years,MORTGAGE,15.23,6000,debt_consolidation,36,C
11502,Charged Off,120000.0,Verified,6 years,MORTGAGE,16.49,30000,other,36,D
11521,Charged Off,40000.0,Verified,10+ years,MORTGAGE,15.99,15000,debt_consolidation,36,D
11522,Charged Off,180000.0,Verified,10+ years,MORTGAGE,21.74,33950,debt_consolidation,60,F
11523,Charged Off,40800.0,Not Verified,4 years,OWN,11.99,2875,moving,36,B
11524,Charged Off,18996.0,Source Verified,2 years,RENT,18.39,5400,other,60,E
11533,Charged Off,340000.0,Source Verified,3 years,RENT,12.99,21000,wedding,60,C
11554,Charged Off,55500.0,Source Verified,3 years,RENT,11.49,14500,debt_consolidation,36,B
11557,Charged Off,48000.0,Not Verified,2 years,RENT,8.49,5000,small_business,36,A
11586,Charged Off,48600.0,Not Verified,2 years,OWN,7.49,5000,other,36,A
11588,Charged Off,56160.0,Not Verified,2 years,MORTGAGE,15.62,6000,major_purchase,36,D
11591,Charged Off,20000.0,Not Verified,4 years,RENT,13.49,3250,debt_consolidation,36,C
11596,Charged Off,36000.0,Not Verified,6 years,RENT,7.49,12000,other,36,A
11598,Charged Off,72000.0,Source Verified,4 years,RENT,14.79,17000,debt_consolidation,60,C
11604,Charged Off,51600.0,Source Verified,8 years,MORTGAGE,11.99,12000,debt_consolidation,60,B
11608,Charged Off,65964.0,Source Verified,< 1 year,MORTGAGE,10.99,1275,car,36,B
11626,Charged Off,40560.0,Source Verified,2 years,RENT,11.99,7800,car,60,B
11630,Charged Off,50000.0,Verified,< 1 year,RENT,12.99,5000,other,36,C
11644,Charged Off,17652.0,Source Verified,6 years,OWN,22.11,3000,other,60,G
11658,Charged Off,60000.0,Source Verified,10+ years,RENT,22.48,20000,debt_consolidation,60,G
11666,Charged Off,50000.0,Verified,7 years,MORTGAGE,10.99,20375,debt_consolidation,60,B
11670,Charged Off,50000.0,Source Verified,2 years,RENT,15.23,5000,small_business,36,C
11674,Charged Off,39000.0,Not Verified,10+ years,RENT,16.89,1600,debt_consolidation,36,D
11687,Charged Off,104000.0,Not Verified,10+ years,MORTGAGE,18.39,10875,debt_consolidation,60,E
11689,Charged Off,35000.0,Source Verified,3 years,RENT,18.79,5000,other,60,E
11696,Charged Off,27600.0,Verified,6 years,MORTGAGE,12.99,12175,other,60,C
11707,Charged Off,88000.0,Not Verified,2 years,RENT,17.49,11725,debt_consolidation,60,D
11713,Charged Off,60000.0,Verified,4 years,RENT,15.23,25000,debt_consolidation,60,C
11715,Charged Off,36000.0,Verified,1 year,RENT,21.74,18000,small_business,60,F
11725,Charged Off,40000.0,Not Verified,10+ years,RENT,9.99,3200,vacation,36,B
11740,Charged Off,120366.05,Verified,7 years,RENT,20.25,35000,debt_consolidation,36,F
11741,Charged Off,157124.0,Not Verified,10+ years,MORTGAGE,10.99,11375,home_improvement,36,B
11752,Charged Off,63996.0,Not Verified,10+ years,MORTGAGE,19.69,12000,home_improvement,60,E
11757,Charged Off,32000.0,Verified,7 years,RENT,11.99,16000,debt_consolidation,60,B
11778,Charged Off,89004.0,Verified,10+ years,MORTGAGE,16.89,15000,debt_consolidation,60,D
11785,Charged Off,52000.0,Verified,10+ years,MORTGAGE,12.99,29100,small_business,36,C
11788,Charged Off,36000.0,Not Verified,8 years,OWN,10.59,20000,debt_consolidation,60,B
11798,Charged Off,53102.0,Verified,10+ years,MORTGAGE,8.49,12000,debt_consolidation,60,A
11805,Charged Off,115000.0,Not Verified,5 years,MORTGAGE,15.23,12000,credit_card,60,C
11807,Charged Off,23004.0,Source Verified,1 year,RENT,16.49,8000,other,60,D
11816,Charged Off,60000.0,Verified,5 years,RENT,11.49,25000,debt_consolidation,60,B
11817,Charged Off,120000.0,Verified,< 1 year,MORTGAGE,10.99,4925,debt_consolidation,36,B
11826,Charged Off,64000.0,Source Verified,< 1 year,RENT,15.99,12000,debt_consolidation,60,D
11833,Charged Off,62000.0,Source Verified,10+ years,RENT,13.99,32000,debt_consolidation,60,C
11834,Charged Off,87000.0,Verified,8 years,OWN,22.48,10800,debt_consolidation,60,G
11835,Charged Off,65000.0,Source Verified,3 years,RENT,9.99,7500,major_purchase,36,B
11881,Charged Off,60000.0,Verified,10+ years,RENT,13.99,5400,debt_consolidation,36,C
11887,Charged Off,36000.0,Not Verified,< 1 year,OWN,15.99,2500,debt_consolidation,36,D
11896,Charged Off,57000.0,Not Verified,1 year,MORTGAGE,5.99,3200,home_improvement,36,A
11903,Charged Off,90300.0,Verified,10+ years,MORTGAGE,9.99,9000,home_improvement,36,B
11911,Charged Off,100000.0,Source Verified,6 years,MORTGAGE,14.79,7700,debt_consolidation,36,C
11919,Charged Off,53000.0,Verified,10+ years,MORTGAGE,19.29,31825,other,60,E
11921,Charged Off,110004.0,Source Verified,5 years,MORTGAGE,8.49,2500,other,36,A
11923,Charged Off,110000.0,Not Verified,2 years,MORTGAGE,10.59,7925,debt_consolidation,36,B
11930,Charged Off,36000.0,Not Verified,10+ years,RENT,10.59,1000,medical,36,B
11931,Charged Off,12000.0,Not Verified,2 years,RENT,8.49,5000,medical,36,A
11938,Charged Off,67000.0,Verified,9 years,MORTGAGE,15.23,25500,small_business,60,C
11941,Charged Off,73000.0,Verified,10+ years,RENT,9.99,7550,debt_consolidation,36,B
11947,Charged Off,42000.0,Verified,10+ years,MORTGAGE,11.49,6725,home_improvement,36,B
11953,Charged Off,23004.0,Not Verified,6 years,RENT,15.99,8325,debt_consolidation,60,D
11955,Charged Off,45000.0,Source Verified,10+ years,MORTGAGE,13.99,5000,home_improvement,36,C
11964,Charged Off,99999.0,Source Verified,5 years,RENT,14.79,2400,other,36,C
11969,Charged Off,55000.0,Source Verified,6 years,RENT,15.99,4800,major_purchase,36,D
11981,Charged Off,32000.0,Not Verified,2 years,RENT,10.59,2000,debt_consolidation,36,B
11982,Charged Off,33600.0,Not Verified,2 years,RENT,11.99,12000,debt_consolidation,60,B
11996,Charged Off,182004.0,Verified,10+ years,MORTGAGE,21.36,30000,debt_consolidation,60,F
12011,Charged Off,134000.0,Verified,8 years,RENT,11.99,30000,debt_consolidation,60,B
12012,Charged Off,70000.0,Source Verified,10+ years,MORTGAGE,12.99,18000,debt_consolidation,36,C
12019,Charged Off,76000.0,Not Verified,10+ years,MORTGAGE,5.42,9000,other,36,A
12022,Charged Off,62000.0,Not Verified,4 years,MORTGAGE,11.49,8000,major_purchase,36,B
12025,Charged Off,65000.0,Verified,1 year,MORTGAGE,16.89,30000,debt_consolidation,60,D
12037,Charged Off,19200.0,Not Verified,3 years,RENT,10.99,5000,debt_consolidation,36,B
12045,Charged Off,54000.0,Not Verified,10+ years,RENT,17.49,15000,debt_consolidation,36,D
12052,Charged Off,27600.0,Not Verified,5 years,MORTGAGE,15.62,6000,other,36,D
12059,Charged Off,31200.0,Source Verified,7 years,RENT,21.36,10800,small_business,60,F
12061,Charged Off,50000.0,Not Verified,2 years,RENT,11.49,2000,other,36,B
12063,Charged Off,40000.0,Verified,10+ years,MORTGAGE,16.49,14125,debt_consolidation,60,D
